Unnamed: 0,FBPost,Label,clean_comment,sentiment_score,sentiment_label
472,"I have this sleeve and I am very happy with it. Because of the memory foam padding and the nylon water shedding material, a person would have to actually work to damage the Kindle inside. I prefer to use a sleeve because I read my Kindle when it is naked.",P,sleev happi memori foam pad nylon water shed materi person would actual work damag kindl insid prefer use sleev read kindl nake,0,Negative
473,"This is so much superior to the Kindle leather case with the band that I bought in September for 39.99.  The band lasted about two months, got loose then finally fell off.   bought this for mine and my sons kindle and its much better.   Re: help from amazon kindle, I always email and i have an answer usually within a few hours.  thats the way to go.  so far completely satisfied with customer service if i email.",P,much superior kindl leather case band bought septemb band last two month got loos final fell bought mine son kindl much better help amazon kindl alway email answer usual within hour that way go far complet satisfi custom servic email,0,Negative
474,Own this. Live it,O,live,1,Positive
475,I love my Timbuk2.It even fits in my purse just perfect.,P,love timbuk even fit purs perfect,1,Positive
476,I bought the Timbuk2 when I got my Kindle3! I love it! Fits really nice in my purse! I just did not like to keep my Kindle in a case to read... defeats the light weight. It is a very nice case!,P,bought timbuk got kindl love fit realli nice purs like keep kindl case read defeat light weight nice case,1,Positive
477,"Great case! Very well made, and protects well. ",P,great case well made protect well,1,Positive
478,I love mine.,P,love mine,1,Positive
479,I have 3 covers - dress kindle to match my purse!,O,cover dress kindl match purs,1,Positive
480,I have the green/gray one and love it!,P,green gray one love,1,Positive
481,but are they made in America?,O,made america,1,Positive
482,"If you dont want to see these messages on your FB wall, go back to the Amazon Kindle page, scroll down and click on ""Unlike"".  You have to do it yourself.",O,dont want see messag fb wall go back amazon kindl page scroll click unlik,0,Negative
483,Ive got one for my Kindle2. They make great stuff!,P,ive got one kindl make great stuff,1,Positive
484,"Today I bought a Vera Bradley Ebook Sleeve for my Kindle at the gift shop where I work.  It is so beautiful, and it made me realize that my Kindle (which I love) needed a new suit.",P,today bought vera bradley ebook sleev kindl gift shop work beauti made realiz kindl love need new suit,1,Positive
485,I just bought the lime one!!!,O,bought lime one,1,Positive
486,"Is anyone finding that Kindle doesnt like magnets? Like the kind that keep the flaps closed on my ipod and Blackberry cases? They cause my Kindle to reset itself or freeze. I wonder if their is a Kindle carrier that would provide more protection. Btw, my Kindle doesnt like static, either (...stupid down parka!)",P,anyon find kindl doesnt like magnet like kind keep flap close ipod blackberri case caus kindl reset freez wonder kindl carrier would provid protect btw kindl doesnt like static either stupid parka,0,Negative
487,Can not understand why we in Canada can not buy these book covers some dumb excuse about the boarder. Funny one can buy just about anything without any trouble. What the h gives.???,N,understand canada buy book cover dumb excus boarder funni one buy anyth without troubl h give,0,Negative
488,"A friend just got me a ""Tuf Luv"" case for my Kindle! Read all about it! Stands the Kindle up in 3 positions so you can read it hands free! Neat!",O,friend got tuf luv case kindl read stand kindl posit read hand free neat,1,Positive
489,These are great !!,P,great,1,Positive
490,love you kindle....,P,love kindl,1,Positive
491,"I LOVE this sleeve.  It fits in my purse, yet protects my kindle....  Nice looking too...",P,love sleev fit purs yet protect kindl nice look,1,Positive
492,Are they coming out with one for the DX in the Kindle cover???,O,come one dx kindl cover,0,Negative
493,I saw patterns to sew your own on Clotildes website.,O,saw pattern sew clotild websit,1,Positive
494,Ive read some reviews that state the binding can be an issue...and to be honest the accessories for Kindles are just too expensive!,P,ive read review state bind issu honest accessori kindl expens,0,Negative
495,$24.99 for a fabric sleeve??? This should be $10. I bet these cost $1 to make if not less.,O,fabric sleev bet cost make less,1,Positive
496,Have a Timbuk 2 for my Kindle 2 and have been very glad.,P,timbuk kindl glad,1,Positive
497,I have one of these and love it!,P,one love,1,Positive
498,Ive had this cover since October 2010 and have been very happy with it.  Protects it from all the other stuff in the to go purse!,P,ive cover sinc octob happi protect stuff go purs,1,Positive
499,"I use a bubble wrap postage envelope, $0.79, though mine is repurposed and thus free!",O,use bubbl wrap postag envelop though mine repurpos thu free,0,Negative
500,Mine is awesome! I wouldnt have a Kindle without it.,P,mine awesom wouldnt kindl without,0,Negative
501,I love my Timbuk2 sleeve for my Kindle.  Fits perfect in my Timbuk2 purse and goes with me everywhere.  It fell out of my SUV yesterday and was protected.  Yea!!,P,love timbuk sleev kindl fit perfect timbuk purs goe everywher fell suv yesterday protect yea,0,Negative
502,Anyone from South Africa who managed to get a cover for the Kindle 2 from Amazon?  Love the Timbuk2 camo/pink/camo cover but there seems to be a problem with getting it here to me :(,P,anyon south africa manag get cover kindl amazon love timbuk camo pink camo cover seem problem get,0,Negative
